pid,address_point_id,address,addr_key,local_area,lat_lon
011102977,__FJ1JDA,7088 MARGUERITE ST,7088 marguerite st,Kerrisdale,"49.22104522384012, -123.14483789431559"
005095620,__FJ1N8U,7088 QUEBEC ST,7088 quebec st,Sunset,"49.22034529475161, -123.10362621416012"
009084576,__FJ28DW,7088 VIVIAN DRIVE,7088 vivian dr,Killarney,"49.219415165852126, -123.05019155522739"
011105194,__FJ1IUO,7088 WILTSHIRE ST,7088 wiltshire st,Kerrisdale,"49.221067543795044, -123.14636298962533"
011102721,__FJ1JD2,7089 ADERA ST,7089 adera st,Kerrisdale,"49.22103438551208, -123.14416837420174"
010071610,__FIZL2Q,7089 BERKELEY ST,7089 berkeley st,Victoria-Fraserview,"49.21943499101977, -123.05833098202316"
009372938,__FIZFIO,7089 WALES ST,7089 wales st,Victoria-Fraserview,"49.219197802397254, -123.05299471551942"
028137639,__FJ0WIK,709 E 39TH AV,709 e 39th ave,Kensington-Cedar Cottage,"49.23505476635583, -123.09010262485951"
014488248,__FIZ67G,709 E 60TH AV,709 e 60th ave,Sunset,"49.21588892500907, -123.09017047988957"
013448625,__FIZ698,709 E 62ND AV,709 e 62nd ave,Sunset,"49.214070106901495, -123.09066358413278"
015582418,__FJ1B7Q,709 E HASTINGS ST,709 e hastings st,Strathcona,"49.28143412058661, -123.08914488868864"
004622995,__FJ16MK,709 HEATLEY AV,709 heatley ave,Strathcona,"49.278159076718175, -123.08991984129352"
008719888,__FJ082C,709 SW MARINE DRIVE,709 sw marine dr,Marpole,"49.20802465284925, -123.12302681256621"
009221191,__FJ0BP4,709 W 47TH AV,709 w 47th ave,Oakridge,"49.228431188507315, -123.12275485483246"
009444572,__FJ2ARU,709 W 48TH AV,709 w 48th ave,Oakridge,"49.22743700677685, -123.12212525687572"
005785855,__FJ09AA,709 W 62ND AV,709 w 62nd ave,Marpole,"49.214452998877526, -123.1207183420462"
010274529,__FJ07XW,709 W 64TH AV,709 w 64th ave,Marpole,"49.21262030325975, -123.12062865428368"
,__FJ07OO,709 W 68TH AV,709 w 68th ave,Marpole,"49.21049453322499, -123.12131059469667"
,__HC9NEN,709 W 69TH AV,709 w 69th ave,Marpole,"49.20958851564036, -123.12125341819213"
010076981,__FJ28E2,7091 ELLIOTT ST,7091 elliott st,Victoria-Fraserview,"49.219366595108, -123.05539892184657"
002438291,__FIZFGU,7092 CLARENDON ST,7092 clarendon st,Victoria-Fraserview,"49.219369471408854, -123.05601896802911"
010070249,__FIZL22,7092 NANAIMO ST,7092 nanaimo st,Victoria-Fraserview,"49.21946619462008, -123.05895312278417"
010072683,__FIZL44,7093 CLARENDON ST,7093 clarendon st,Victoria-Fraserview,"49.21936865740452, -123.05685653045356"
010563164,__FJ1N8G,7093 MAIN ST,7093 main st,Sunset,"49.22030070660987, -123.10222131632561"
014324784,__FIZBJW,7095 CULLODEN ST,7095 culloden st,Sunset,"49.21982881914188, -123.07909798344623"
012289531,__FIZB8A,7095 FRASER ST,7095 fraser st,Sunset,"49.22008203760001, -123.0912810101861"
013335634,__FJ1N70,7095 QUEBEC ST,7095 quebec st,Sunset,"49.22033876513538, -123.10435457860393"
015159191,__FIYOGO,71 E 17TH AV,71 e 17th ave,Riley Park,"49.255974370999326, -123.1037804328215"
015256758,__FIYP2U,71 E 22ND AV,71 e 22nd ave,Riley Park,"49.25118426704868, -123.10356496091103"
010750932,__FJ0X6I,71 E 41ST AV,71 e 41st ave,Riley Park,"49.23340555862902, -123.10433017768922"
012107328,__FJ1KUQ,71 E 44TH AV,71 e 44th ave,Sunset,"49.2305306179179, -123.10445307195491"
013717227,__FJ1KWK,71 E 45TH AV,71 e 45th ave,Sunset,"49.229672141299034, -123.1043393201957"
005628679,__FJ1NG8,71 E 58TH AV,71 e 58th ave,Sunset,"49.21791403981299, -123.10453788974262"
012263079,__FJ1MRQ,71 E 59TH AV,71 e 59th ave,Sunset,"49.21703548695656, -123.10458982399093"
013208501,__FJ1MIC,71 E 60TH AV,71 e 60th ave,Sunset,"49.21613865901263, -123.10459818913208"
010711333,__FJ1MGK,71 E 61ST AV,71 e 61st ave,Sunset,"49.21529844816702, -123.10464524447364"
010447393,__FIZ5AS,71 E 64TH AV,71 e 64th ave,Sunset,"49.21270109588406, -123.10484379717523"
029066468,__FJ17R6,71 E HASTINGS ST,71 e hastings st,Downtown,"49.281683223227944, -123.10259012481694"
,__FJ17PI,71 E PENDER ST,71 e pender st,Downtown,"49.280696245561494, -123.10285289036082"
014211688,__FJ26IE,71 W 17TH AV,71 w 17th ave,Riley Park,"49.25595788142172, -123.1065392046662"
014202743,__FIYOSI,71 W 18TH AV,71 w 18th ave,Riley Park,"49.254971070001794, -123.10659765654619"
011595884,__FJ2C5Y,71 W 42ND AV,71 w 42nd ave,Oakridge,"49.23252017395871, -123.10754731612167"
012090069,__FJ1MPQ,71 W 63RD AV,71 w 63rd ave,Marpole,"49.21360283548561, -123.10794153586963"
010581758,__FJ1A14,710 CAMPBELL AV,710 campbell ave,Strathcona,"49.27812507452035, -123.0846326931092"
015747280,__FJ10EW,710 CHILCO ST,710 chilco st,West End,"49.293352120335165, -123.13778580361611"
015747263,__FJ10E8,710 CHILCO ST,710 chilco st,West End,"49.29343830854521, -123.13792439818182"
031967175,__H8EYU6,710 E 10TH AV,710 e 10th ave,Mount Pleasant,"49.261265342981936, -123.08886242753816"
013421336,__FIZSLO,710 E 15TH AV,710 e 15th ave,Mount Pleasant,"49.2569190033121, -123.08897538220413"
028868218,__FJ1Y8M,710 E 19TH AV,710 e 19th ave,Kensington-Cedar Cottage,"49.25345583216494, -123.0895265938694"
007983921,__FJ1YF0,710 E 22ND AV,710 e 22nd ave,Kensington-Cedar Cottage,"49.25083388719049, -123.0896069235769"
,__FJ0UOE,710 E 30TH AV,710 e 30th ave,Kensington-Cedar Cottage,"49.24337621578304, -123.08998255861611"
008958289,__FJ14J0,710 E 40TH AV,710 e 40th ave,Kensington-Cedar Cottage,"49.23355935826394, -123.08849879019125"
014670488,__FIZBGO,710 E 54TH AV,710 e 54th ave,Sunset,"49.22043472189771, -123.09039178436755"
031720820,__H1YAAV,710 E 56TH AV,710 e 56th ave,Sunset,"49.218693951760805, -123.09055851777651"
011981687,__FIZ6GS,710 E 63RD AV,710 e 63rd ave,Sunset,"49.212872411317626, -123.09060693843438"
,__FJ05VG,710 E 6TH AV,710 e 6th ave,Mount Pleasant,"49.26496207979521, -123.08872852319047"
009661964,__FJ163I,710 E KING EDWARD AV,710 e king edward ave,Kensington-Cedar Cottage,"49.24832930238265, -123.08922169990795"
007667183,__FJ1B8C,710 KEEFER ST,710 keefer st,Strathcona,"49.278815711633285, -123.08844537134667"
006674372,__FIZ6UW,710 SE MARINE DRIVE,710 se marine dr,Sunset,"49.21062184261092, -123.09048325154542"
,__FJ16QW,710 UNION ST,710 union st,Strathcona,"49.277217484743204, -123.08933248885029"
015251705,__FJ1Q4C,710 VICTORIA DRIVE,710 victoria dr,Grandview-Woodland,"49.27808923660912, -123.06522830431727"
014237032,__FIY7IQ,710 W 16TH AV,710 w 16th ave,South Cambie,"49.25679535938345, -123.120547309826"
010274910,__FJ0988,710 W 62ND AV,710 w 62nd ave,Marpole,"49.21394438115175, -123.12107681053979"
004112750,__FJ07O8,710 W 66TH AV,710 w 66th ave,Marpole,"49.21086461639984, -123.12086537146452"
009047042,__FJ07P8,710 W 68TH AV,710 w 68th ave,Marpole,"49.20997062763665, -123.1212438631383"
009127691,__FIZFM2,7101 KERR ST,7101 kerr st,Killarney,"49.21887003519249, -123.04193300192937"
010112561,__FIZKSG,7101 VICTORIA DRIVE,7101 victoria dr,Victoria-Fraserview,"49.21947515104763, -123.0663080299441"
010362959,__FJ1JLY,7103 ARBUTUS ST,7103 arbutus st,Kerrisdale,"49.22110148275783, -123.1550237151328"
,__FJ6AJD,7103 MONT ROYAL SQUARE,7103 mont royal square,Killarney,"49.218611477259564, -123.03899939266937"
010072659,__FIZL42,7105 CLARENDON ST,7105 clarendon st,Victoria-Fraserview,"49.21927824359415, -123.05686123305144"
010076913,__FIZFH8,7105 ELLIOTT ST,7105 elliott st,Victoria-Fraserview,"49.219252347186384, -123.05539673430371"
014043106,__FIZBRW,7105 INVERNESS ST,7105 inverness st,Sunset,"49.21944959918403, -123.08051313078252"
010120416,__FIZL1G,7105 NANAIMO ST,7105 nanaimo st,Victoria-Fraserview,"49.219360107729734, -123.0597692746735"
010076026,__FIZFGW,7106 CLARENDON ST,7106 clarendon st,Victoria-Fraserview,"49.21926377313848, -123.05602681331195"
013742272,__FIZBEE,7106 ST. GEORGE ST,7106 st george st,Sunset,"49.21977211951604, -123.09461722145997"
004792009,__FIZBF2,7107 FRASER ST,7107 fraser st,Sunset,"49.219807218399026, -123.09129820520968"
002577356,__FIZBZW,7108 KNIGHT ST,7108 knight st,Victoria-Fraserview,"49.21940683424668, -123.07658640309458"
017335957,__FJ1NFS,7108 ONTARIO ST,7108 ontario st,Sunset,"49.220089606951085, -123.10578644133871"
013035754,__FIZBT4,7108 ROSS ST,7108 ross st,Sunset,"49.219445849488686, -123.08266355890997"
023414243,__FJ235S,7109 DUMFRIES ST,7109 dumfries st,Victoria-Fraserview,"49.21942586144084, -123.07591535931925"
012894915,__FJ1NAG,7109 QUEBEC ST,7109 quebec st,Sunset,"49.220044149397815, -123.10437728987729"
007601026,__FJ1B18,711 ALEXANDER ST,711 alexander st,Strathcona,"49.284068493868716, -123.08901491202445"
010068198,__FJ00WK,711 BEACH AV,711 beach ave,Downtown,"49.27470338365371, -123.13130587849223"
010068201,__FJ00WI,711 BEACH AV,711 beach ave,Downtown,"49.274636255618816, -123.13140604468302"
013968114,__FIZ64W,711 E 58TH AV,711 e 58th ave,Sunset,"49.217639812877565, -123.09020266666359"
004261747,__FIZ68E,711 E 61ST AV,711 e 61st ave,Sunset,"49.21505457720365, -123.09019293681983"
,__FJ05XE,711 E 6TH AV,711 e 6th ave,Mount Pleasant,"49.26554620888133, -123.0882841037094"
005407079,__FJ1B7O,711 E HASTINGS ST,711 e hastings st,Strathcona,"49.28143240265226, -123.08903970135016"
,__FJ1ADG,711 KEEFER ST,711 keefer st,Strathcona,"49.27952364867397, -123.08923146020582"
,__FJ21MW,711 PRIOR ST,711 prior st,Strathcona,"49.276824016940616, -123.08933307057977"
010277404,__FJ09B6,711 W 61ST AV,711 w 61st ave,Marpole,"49.21535497837177, -123.12053314833653"
010275932,__FJ09AC,711 W 62ND AV,711 w 62nd ave,Marpole,"49.21445640815221, -123.1208988991393"
010274294,__FJ2AEW,711 W 66TH AV,711 w 66th ave,Marpole,"49.21150883229662, -123.12106263813527"
009047191,__FJ07P4,711 W 69TH AV,711 w 69th ave,Marpole,"49.209590908885886, -123.12143276063934"
028243471,__FJ2FMW,711 W BROADWAY,711 w broadway,Fairview,"49.26363513847081, -123.12047847864099"
,__FJ2FA2,7110 ALGONQUIN MEWS,7110 algonquin mews,Killarney,"49.21860233802303, -123.03725533570375"
013985205,__FIY5EC,7110 BLENHEIM ST,7110 blenheim st,Kerrisdale,"49.22089590426945, -123.17821077204783"
011076020,__FJ1IS0,7111 ANGUS DRIVE,7111 angus dr,Kerrisdale,"49.22091886733908, -123.14862639980214"
010362932,__FJ1JLW,7111 ARBUTUS ST,7111 arbutus st,Kerrisdale,"49.22094451404073, -123.15502458369818"
010292471,__FIZQGQ,7111 BEECHWOOD ST,7111 beechwood st,Kerrisdale,"49.22116257044523, -123.1569217999613"
010071571,__FIZL2O,7111 BERKELEY ST,7111 berkeley st,Victoria-Fraserview,"49.21930321352908, -123.05832451006735"
011076194,__FJ1IWS,7111 CYPRESS ST,7111 cypress st,Kerrisdale,"49.2209295889172, -123.15004644321498"
026079631,__FM4A7D,7111 SELKIRK ST,7111 selkirk st,Oakridge,"49.221393937276645, -123.13391372137184"
010124152,__FIZL04,7111 STIRLING ST,7111 stirling st,Victoria-Fraserview,"49.21921501633929, -123.06108874677295"
011088826,__FJ1IVY,7111 WEST BOULEVARD,7111 west blvd,Kerrisdale,"49.2213704617045, -123.15200319302393"
011105542,__FJ1IT8,7111 WILTSHIRE ST,7111 wiltshire st,Kerrisdale,"49.22089781109372, -123.14719194810405"
002551861,__FJ1ITY,7112 ANGUS DRIVE,7112 angus dr,Kerrisdale,"49.22090375919258, -123.14779607069886"
010362525,__FIZQHI,7112 BEECHWOOD ST,7112 beechwood st,Kerrisdale,"49.22105942003313, -123.15585991245173"
010072519,__FIZL3O,7112 BERKELEY ST,7112 berkeley st,Victoria-Fraserview,"49.2193431664124, -123.05750744161953"
010491121,__FJ2DKG,7112 CYPRESS ST,7112 cypress st,Kerrisdale,"49.22092702328016, -123.14927035455632"
010123784,__FIZKZE,7112 GLADSTONE ST,7112 gladstone st,Victoria-Fraserview,"49.21922506560848, -123.06162773851487"
010445064,__FJ1JJE,7112 MAPLE ST,7112 maple st,Kerrisdale,"49.221377694632224, -123.1526438692077"
010120050,__FIZL0O,7112 STIRLING ST,7112 stirling st,Victoria-Fraserview,"49.21924691048416, -123.0603416246092"
010139761,__FIZKU6,7112 VICTORIA DRIVE,7112 victoria dr,Victoria-Fraserview,"49.21945044728211, -123.06550880039046"
009084533,__FIZFE6,7112 VIVIAN DRIVE,7112 vivian dr,Killarney,"49.21929013161174, -123.05019141487969"
011105178,__FJ1IUM,7112 WILTSHIRE ST,7112 wiltshire st,Kerrisdale,"49.22088808718754, -123.14636368188219"
010076069,__FIZFGY,7114 CLARENDON ST,7114 clarendon st,Victoria-Fraserview,"49.21914322994422, -123.05602171969866"
010140034,__FIZKV6,7115 DUFF ST,7115 duff st,Victoria-Fraserview,"49.21930232166708, -123.0649840433594"
009086706,__FIZFEO,7115 ELMHURST DRIVE,7115 elmhurst dr,Killarney,"49.21916904908566, -123.04841440233552"
009319689,__FIZFJK,7115 VIVIAN DRIVE,7115 vivian dr,Victoria-Fraserview,"49.21946966077571, -123.05098902198574"
009217037,__FIZFF2,7116 ELMHURST DRIVE,7116 elmhurst dr,Killarney,"49.21923099589987, -123.04768791382989"
009177817,__FJ2846,7116 FLEMING ST,7116 fleming st,Victoria-Fraserview,"49.21942310896461, -123.07362220146946"
010076115,__FIZFH6,7118 CLARENDON ST,7118 clarendon st,Victoria-Fraserview,"49.21902224144367, -123.05602597727045"
010070257,__FIZL24,7118 NANAIMO ST,7118 nanaimo st,Victoria-Fraserview,"49.21936409531327, -123.05895890625433"
017335973,__FJ1NFU,7118 ONTARIO ST,7118 ontario st,Sunset,"49.21998795552151, -123.10579171738652"
010072632,__FIZL40,7119 CLARENDON ST,7119 clarendon st,Victoria-Fraserview,"49.219170302735016, -123.05685630291866"
003610756,__FIZBF4,7119 FRASER ST,7119 fraser st,Sunset,"49.21972400452925, -123.09130780196534"
010385681,__FIZS68,712 E 10TH AV,712 e 10th ave,Mount Pleasant,"49.26126370324587, -123.08865505557497"
007307641,__FIZS1K,712 E 12TH AV,712 e 12th ave,Mount Pleasant,"49.25944404674482, -123.08869855140138"
004089260,__FJ1YDK,712 E 21ST AV,712 e 21st ave,Kensington-Cedar Cottage,"49.251726497131244, -123.0895775249827"
003358747,__FIYWVK,712 E 51ST AV,712 e 51st ave,Sunset,"49.22330146183254, -123.09004479159032"
013486829,__FIZBH8,712 E 55TH AV,712 e 55th ave,Sunset,"49.21970752884809, -123.09010029163146"
013968441,__FIZ65I,712 E 57TH AV,712 e 57th ave,Sunset,"49.2179951216213, -123.09020868245605"
014487896,__FIZ66Q,712 E 59TH AV,712 e 59th ave,Sunset,"49.2162694361516, -123.09015663040783"
013442538,__FIZ6A2,712 E 62ND AV,712 e 62nd ave,Sunset,"49.21367991790992, -123.0902968630498"
003772861,__FJ19SS,712 HAWKS AV,712 hawks ave,Strathcona,"49.27811295614896, -123.08699704165976"
004994124,__FJ0SEO,712 RICHARDS ST,712 richards st,Downtown,"49.28082364071704, -123.11621749554696"
010909117,__FJ0SES,712 RICHARDS ST,712 richards st,Downtown,"49.28072679401332, -123.11636507380132"
004994141,__FJ0SEQ,712 RICHARDS ST,712 richards st,Downtown,"49.28077364565771, -123.11628887490694"
014237008,__FIYNAG,712 W 16TH AV,712 w 16th ave,South Cambie,"49.256825432946385, -123.12059658207359"
002842921,__FJ09ES,712 W 59TH AV,712 w 59th ave,Marpole,"49.2167037446263, -123.12102751164228"
010276840,__FJ2AHM,712 W 60TH AV,712 w 60th ave,Marpole,"49.21575194339665, -123.12070233632257"
010274219,__FJ2ADK,712 W 64TH AV,712 w 64th ave,Marpole,"49.21207007314819, -123.12100458375231"
009047026,__FJ07RO,712 W 68TH AV,712 w 68th ave,Marpole,"49.209971692125364, -123.12142935464037"
014849542,__FJ1YTU,712 WOODLAND DRIVE,712 woodland dr,Grandview-Woodland,"49.27818481602186, -123.07246552418516"
010785833,__FJ1JJW,7120 MAPLE ST,7120 maple st,Kerrisdale,"49.221075624088314, -123.15251464679706"
010071521,__FJ28SM,7123 BERKELEY ST,7123 berkeley st,Victoria-Fraserview,"49.219171881569046, -123.05832641536932"
010076891,__FIZFHA,7123 ELLIOTT ST,7123 elliott st,Victoria-Fraserview,"49.219137210778776, -123.05539027503801"
014043092,__FIZBRY,7123 INVERNESS ST,7123 inverness st,Sunset,"49.219359646065435, -123.08051367127942"
012894893,__FJ1NAE,7123 QUEBEC ST,7123 quebec st,Sunset,"49.21995419559917, -123.10437845995988"
026079640,__FM4A7K,7123 SELKIRK ST,7123 selkirk st,Oakridge,"49.22118686168207, -123.13391751517318"
013035738,__FIZBT2,7124 ROSS ST,7124 ross st,Sunset,"49.219304620411094, -123.08266812968533"
,__FIY5FE,7125 BLENHEIM ST,7125 blenheim st,Dunbar-Southlands,"49.22093676968771, -123.17998618433023"
004980000,__FIZBKC,7125 CULLODEN ST,7125 culloden st,Sunset,"49.21934586609146, -123.07897498114338"
010135413,__FJ283Y,7125 KNIGHT ST,7125 knight st,Sunset,"49.2192685985667, -123.07749798812638"
,__FJ1NFG,7125 MAIN ST,7125 main st,Sunset,"49.219884636713964, -123.10227494874277"
010120408,__FIZL1E,7125 NANAIMO ST,7125 nanaimo st,Victoria-Fraserview,"49.2192706012589, -123.05977603289962"
013640941,__FIZBBA,7125 PRINCE EDWARD ST,7125 prince edward st,Sunset,"49.219810223195594, -123.0979310083045"
005894263,__FIY5EO,7126 CARRINGTON ST,7126 carrington st,Dunbar-Southlands,"49.22091771332982, -123.1818212547566"
004709161,__FJ1IX6,7126 EAST BOULEVARD,7126 east blvd,Kerrisdale,"49.22127796309449, -123.15062305675312"
009610464,__FIZKV8,7127 DUFF ST,7127 duff st,Victoria-Fraserview,"49.21916832963183, -123.0649172660659"
010707212,__FJ1IW0,7127 WEST BOULEVARD,7127 west blvd,Kerrisdale,"49.22104589329708, -123.15188078573843"
005980054,__FIZFHE,7128 CLARENDON ST,7128 clarendon st,Victoria-Fraserview,"49.218918345757245, -123.05602653271156"
011968346,__FJ1NFM,7128 MAIN ST,7128 main st,Sunset,"49.21986378991496, -123.10144384307915"
011102942,__FJ1JCQ,7128 MARGUERITE ST,7128 marguerite st,Kerrisdale,"49.2208743170203, -123.1448351838876"
010070966,__FIZL26,7128 NANAIMO ST,7128 nanaimo st,Victoria-Fraserview,"49.219274143752095, -123.05895660208266"
010520040,__FJ1N9Q,7128 ONTARIO ST,7128 ontario st,Sunset,"49.21989258819152, -123.10581073932202"
028429699,__FPG31H,7128 SHERBROOKE ST,7128 sherbrooke st,Sunset,"49.2193738563145, -123.08115963664464"
006579221,__FIZL3Y,7129 CLARENDON ST,7129 clarendon st,Victoria-Fraserview,"49.21904661846321, -123.05685478781444"
023414278,__FJ235U,7129 DUMFRIES ST,7129 dumfries st,Victoria-Fraserview,"49.219339172573655, -123.07591750611142"
013246984,__FJ2998,713 E 12TH AV,713 e 12th ave,Mount Pleasant,"49.25995946425242, -123.08870910936"
015582400,__FJ1B7M,713 E HASTINGS ST,713 e hastings st,Strathcona,"49.281430234334785, -123.0889352006878"
015577228,__FJ1ACC,713 E PENDER ST,713 e pender st,Strathcona,"49.28043579838263, -123.08919326043322"
010275967,__FJ09AE,713 W 62ND AV,713 w 62nd ave,Marpole,"49.21445802167631, -123.1210760328547"
,__FJ07YS,713 W 68TH AV,713 w 68th ave,Marpole,"49.2104972121403, -123.12151757940026"
,__FJ07YA,713 W 69TH AV,713 w 69th ave,Marpole,"49.209594669481106, -123.12172279484682"
010124586,__FIZKXS,7130 DUFF ST,7130 duff st,Victoria-Fraserview,"49.2191741320323, -123.06422450689786"
012972177,__FIZBYM,7130 DUMFRIES ST,7130 dumfries st,Victoria-Fraserview,"49.21934081956718, -123.0750351096212"
008777233,__FIZMP2,7130 GRANVILLE ST,7130 granville st,Oakridge,"49.221375118198594, -123.13965745940371"
013793179,__FIZBF6,7131 FRASER ST,7131 fraser st,Sunset,"49.219628652048556, -123.09131105941097"
014326442,__FIZBZS,7132 CULLODEN ST,7132 culloden st,Sunset,"49.219275831829044, -123.07812404229793"
014325683,__FJ2848,7132 KNIGHT ST,7132 knight st,Victoria-Fraserview,"49.21927235503568, -123.07658619530032"
011102730,__FJ1JCO,7133 ADERA ST,7133 adera st,Kerrisdale,"49.2208670602997, -123.1441788736915"
006757588,__FJ1IS2,7133 ANGUS DRIVE,7133 angus dr,Kerrisdale,"49.22074075539561, -123.14863067213848"
010756281,__FJ1JJY,7133 MAPLE ST,7133 maple st,Kerrisdale,"49.22108122602643, -123.15337227916015"
011104228,__FJ1JBW,7133 MARGUERITE ST,7133 marguerite st,Kerrisdale,"49.22087819600184, -123.14566341866012"
007433115,__FIZMO2,7133 SELKIRK ST,7133 selkirk st,Oakridge,"49.220961969935644, -123.13390277646333"
010292489,__FIZQH0,7135 BEECHWOOD ST,7135 beechwood st,Kerrisdale,"49.221005775096835, -123.15692746954744"
009319697,__FIZFJM,7135 VIVIAN DRIVE,7135 vivian dr,Victoria-Fraserview,"49.21934326570646, -123.05099464580907"
,__FJ21RE,7136 FRASER ST,7136 fraser st,Sunset,"49.21966843147553, -123.09049653855038"
010120068,__FIZL0Q,7136 STIRLING ST,7136 stirling st,Victoria-Fraserview,"49.21911153033397, -123.06034406892694"
011102756,__FJ1JCM,7137 ADERA ST,7137 adera st,Kerrisdale,"49.22068445602534, -123.1441790291228"
010362908,__FJ1JLU,7137 ARBUTUS ST,7137 arbutus st,Kerrisdale,"49.220794292835016, -123.15502466313264"
009240276,__FJ1IWU,7137 CYPRESS ST,7137 cypress st,Kerrisdale,"49.220748774751115, -123.15005347628053"
010124136,__FIZL02,7137 STIRLING ST,7137 stirling st,Victoria-Fraserview,"49.219095826494204, -123.06109340616734"
011105577,__FJ1ITA,7137 WILTSHIRE ST,7137 wiltshire st,Kerrisdale,"49.22072013910712, -123.14719689980402"
011105771,__FJ1ITW,7138 ANGUS DRIVE,7138 angus dr,Kerrisdale,"49.22072924539043, -123.14780034301532"
010756337,__FJ1JM8,7138 ARBUTUS ST,7138 arbutus st,Kerrisdale,"49.22108888251287, -123.15404040505499"
010362541,__FIZQHK,7138 BEECHWOOD ST,7138 beechwood st,Kerrisdale,"49.22088490781923, -123.15586278311423"
010072543,__FIZL3Q,7138 BERKELEY ST,7138 berkeley st,Victoria-Fraserview,"49.219205097242565, -123.05749080266273"
010076182,__FIZFHG,7138 CLARENDON ST,7138 clarendon st,Victoria-Fraserview,"49.21878656671903, -123.05600441225704"
010123806,__FIZKZG,7138 GLADSTONE ST,7138 gladstone st,Victoria-Fraserview,"49.21910677263874, -123.0616373276161"
011968354,__FJ1NFO,7138 MAIN ST,7138 main st,Sunset,"49.219774731432416, -123.10144984040866"
010785850,__FJ1JJU,7138 MAPLE ST,7138 maple st,Kerrisdale,"49.2209299238878, -123.1524970324564"
011102861,__FJ1JCS,7138 MARGUERITE ST,7138 marguerite st,Kerrisdale,"49.220696200898196, -123.14484290301289"
010139770,__FIZKUA,7138 VICTORIA DRIVE,7138 victoria dr,Victoria-Fraserview,"49.219339344792125, -123.06551208663316"
005690161,__FIZFE4,7138 VIVIAN DRIVE,7138 vivian dr,Killarney,"49.219169136841465, -123.05018990539425"
011105135,__FJ1IUK,7138 WILTSHIRE ST,7138 wiltshire st,Kerrisdale,"49.220711770017225, -123.1463714008293"
008441987,__FJ1JCK,7139 ADERA ST,7139 adera st,Kerrisdale,"49.2205099389103, -123.14418606068212"
005163251,__FIZL3W,7139 CLARENDON ST,7139 clarendon st,Victoria-Fraserview,"49.21892112682222, -123.05685188369037"
023414286,__FJ2F3G,7139 DUMFRIES ST,7139 dumfries st,Victoria-Fraserview,"49.219249498775255, -123.0759173687598"
010076867,__FIZFHC,7139 ELLIOTT ST,7139 elliott st,Victoria-Fraserview,"49.219021161164626, -123.0553935784128"
011104244,__FJ2DM6,7139 MARGUERITE ST,7139 marguerite st,Kerrisdale,"49.22070413374724, -123.1456663402714"
013448927,__FIZ6A0,714 E 61ST AV,714 e 61st ave,Sunset,"49.214573683961845, -123.09031507809779"
015575055,__FJ1B88,714 E GEORGIA ST,714 e georgia st,Strathcona,"49.27811461517236, -123.08926806061925"
014656566,__FIY7LM,714 W 19TH AV,714 w 19th ave,South Cambie,"49.25403513889114, -123.12056591468333"
013273523,__FIY7S4,714 W 24TH AV,714 w 24th ave,South Cambie,"49.2498058949507, -123.12071620425289"
010070982,__FIZL28,7140 NANAIMO ST,7140 nanaimo st,Victoria-Fraserview,"49.219182388019114, -123.05896432034972"
014326493,__FIZBKE,7141 CULLODEN ST,7141 culloden st,Sunset,"49.219256363679094, -123.07897415191731"
007679360,__FIZBS0,7141 INVERNESS ST,7141 inverness st,Sunset,"49.21927194032571, -123.08051627527351"
010756248,__FJ1JK0,7141 MAPLE ST,7141 maple st,Kerrisdale,"49.22092470250128, -123.15337660126238"
012894885,__FJ1NAC,7141 QUEBEC ST,7141 quebec st,Sunset,"49.219860640581544, -123.10438306930847"
010707182,__FJ1IW2,7141 WEST BOULEVARD,7141 west blvd,Kerrisdale,"49.22087507762878, -123.15180885186994"
005102057,__FIZBK6,7142 INVERNESS ST,7142 inverness st,Sunset,"49.21935709926901, -123.07964594770283"
,__FJ2DXW,7145 MAIN ST,7145 main st,Sunset,"49.21974475072619, -123.10228564605193"
010120394,__FIZL1C,7145 NANAIMO ST,7145 nanaimo st,Victoria-Fraserview,"49.21917974826764, -123.05977743388218"
013486446,__FIZBIO,7146 FRASER ST,7146 fraser st,Sunset,"49.21955012152651, -123.09052473486953"
010117644,__FIZC0I,7148 ARGYLE ST,7148 argyle st,Victoria-Fraserview,"49.21968811992366, -123.07173308048044"
010076212,__FJ28E4,7148 CLARENDON ST,7148 clarendon st,Victoria-Fraserview,"49.21862234639738, -123.05612094990185"
013035720,__FIZBRO,7148 ROSS ST,7148 ross st,Sunset,"49.21919532402522, -123.08267344031285"
,__FIZS9G,715 E 10TH AV,715 e 10th ave,Mount Pleasant,"49.261770197336766, -123.08867734872199"
011101156,__FIZSHE,715 E 18TH AV,715 e 18th ave,Kensington-Cedar Cottage,"49.25486303695455, -123.08905903214016"
025531034,__FJ2FQ0,715 E 41ST AV,715 e 41st ave,Kensington-Cedar Cottage,"49.23313949125529, -123.089752303181"
013435311,__FIYWTU,715 E 50TH AV,715 e 50th ave,Sunset,"49.224780258446685, -123.09004265804383"
013430394,__FIYWV4,715 E 51ST AV,715 e 51st ave,Sunset,"49.223826762372234, -123.09006289930468"
014268311,__FIZC7G,715 E 57TH AV,715 e 57th ave,Sunset,"49.218491186409885, -123.09021727525186"
012041530,__FIZ69A,715 E 62ND AV,715 e 62nd ave,Sunset,"49.21419318688304, -123.09029926715581"
013442562,__FIZ6GM,715 E 63RD AV,715 e 63rd ave,Sunset,"49.21327156040471, -123.09027206314607"
