addr_key,member_count_active,member_count_all,latest_membership_year
2710 fir st,0,3,2021.0
2710 fraser st,0,1,
2710 st george st,0,1,
2710 w 5th ave,0,1,2018.0
2716 e 7th ave,0,3,2018.0
2716 w 22nd ave,0,1,2022.0
2720 columbia st,0,1,2018.0
2721 atlin pl,0,1,
2722 wall st,0,1,
2723 e kent ave n,0,1,
2724 violet st,0,2,
2726 spruce st,0,1,2024.0
2729 158 st,0,1,
2729 e 3rd ave,0,1,
2729 w 13th ave,0,1,
2730 acadia rd,2,2,2025.0
2731 w 11th ave,0,1,2020.0
2732 e hastings st,0,1,
2733 parker st,0,1,
2734 w 16 ave,0,1,
2736 pandora st,0,1,2018.0
2736 victoria dr,0,2,2020.0
274 e 26th ave,0,1,
2740 ontario st,0,1,
2740 stautw rd,0,1,
2740 yukon st,0,1,
2743 dundas,0,1,2018.0
2743 kitchener st,0,1,2020.0
2746 maple st,0,1,2023.0
2746 whitehead pl,0,1,
2748 oxford st,0,1,2020.0
2749 parker st,0,2,
275 2nd st e,0,1,
275 e 28th ave,0,1,
275 w 17th ave,0,1,2021.0
2750 cooperative way,0,2,2022.0
2751 kitchener st,0,1,
2758 kootenay st,0,1,
2759 e broadway,0,1,2018.0
2759 e pender st,0,1,
2759 euclid ave,0,1,
2759 westview dr,0,1,
2760 w 4th ave,0,1,
27608 25th dr s,1,1,2025.0
2762 e 4th ave,0,1,
2770 cambridge st,0,1,
2770 sophia st,0,1,2024.0
2770 sophia st 704,0,1,2018.0
2773 w 15th ave,0,1,
2775 sophia st,0,1,
2775 spruce st,1,2,2025.0
2776 hartsdale dr,0,1,
2780 cooperative way,0,1,2022.0
2780 sunnybridge dr,0,1,
2781 oxford st,0,1,
2785 w 37th ave,0,1,2021.0
2788 prince edward st,0,2,
2788 w 18th ave,0,1,2023.0
2790 dean ave,0,1,
2795 nanaimo st,0,2,
2796 e 7 ave,0,1,
28 salisbury ave,0,1,
280 osborne rd w,0,1,2018.0
2806 jacklin rd,0,1,
2806 yale st,0,1,
2808 w 27th ave,0,1,
2808 w 39th ave,0,1,
2809 prior st,0,1,
281 holdom ave,0,1,
281 robson pl,0,1,2023.0
2810 richmond rd,0,1,
2810 w 41st ave,0,1,2023.0
2814 e 10th a e,0,1,
2814 e 10th ave,0,1,2021.0
2816 charles st,0,1,
2817 clark dr,0,1,
2820 birch,0,1,
2820 prince albert st,0,1,
2826 e pender st,0,1,2020.0
2828 alberta st,0,1,
2828 yew st,0,1,
2829 woodland dr,0,1,
2830 hemlock st,1,2,2025.0
2830 woodland ct,0,1,
2834,1,1,2025.0
2838 154 st,0,1,2018.0
2838 kitchener st,0,1,2018.0
2838b windflower pl,0,1,
2839 graveley st,0,1,2018.0
2840 fraser st,0,1,
2841 grant st,0,1,
2842 w 34th ave,0,1,
2842 william ave,0,1,
2843 grant st,1,1,2025.0
2849 fraser st,0,2,2024.0
2849 hemlock st,0,1,2023.0
2849 quebec st,0,1,2018.0
285 10th ave e,0,1,2021.0
285 e 10th ave,1,1,2025.0
285 e 18th ave,0,1,2024.0
285 ross dr,0,1,2021.0
2854 e 15th ave,0,1,2022.0
2855 kitchener st,0,1,
2855 w 42 ave,0,1,2018.0
2858 wyndeatt ave,0,1,
2860 w king edward,0,1,2023.0
2860 w king edward ave,0,1,2022.0
2863 quadra st,0,2,
2865 glen dr,0,1,2020.0
2865 w 16th ave,0,1,2020.0
2866 e 19th ave,0,1,
2867 w12th ave,0,1,
2868 e 18th ave,0,1,2024.0
2868 e 42nd ave,0,1,
2868 e18th ave,0,1,
2868 pandora st,0,1,2022.0
2870 e 10th ave,0,1,
2870 nanaimo st,0,1,
2871 qu'appelle blvd,0,1,
2871 w 5th ave,0,1,2018.0
2875 osoyoos cres,1,1,2025.0
2876 252nd st,0,1,
288 e 8th ave,0,1,2020.0
288 e hastings,0,1,2020.0
288 e hastings st,0,3,
288 e8th ave,0,1,
288 w 1st ave,0,1,2023.0
288 w64 ave,0,1,
2882 5th ave e,0,1,2022.0
2888 e 2nd ave,0,1,
2888 w 41st ave,0,1,
289 alexander st,0,1,2022.0
289 e 6th ave,0,1,
2890 8th ave w,0,1,2024.0
2891 craigowan rd,0,1,
2891 young pl,0,1,
2896 30th ave w,0,1,2021.0
29 dana ln,0,1,
290 mill rd,0,1,2021.0
2900 hipwood ln,0,1,
2900 keets dr,0,1,
2901 2nd ave e,0,1,2023.0
2901 wall st,0,1,
2905 kaslo st,0,1,2022.0
2907 noel dr,0,1,
2907 woodland dr,0,1,
291 broadway,0,1,2018.0
291 e georgia st,0,1,2018.0
2910 alder st,1,1,
2910 pender st e,0,1,2024.0
2910 quebec st,0,2,
2911 w 33rd ave,0,1,
2915 kaslo st,0,1,
2918 slocan st,0,1,
2920 hemlock st,0,1,2018.0
292160 township rd 264,0,1,
2922 e 54th ave,0,1,2023.0
2922 hedgestone ct,0,1,
2924 venables st,0,4,2021.0
2925 e 1st,0,1,2018.0
2925 e 42nd ave,0,1,
2925 w 43rd ave,0,1,
2928 commercial dr,0,2,
2929 parker st,0,1,
2930 patterson st,0,1,
2930 qu’appelle st,0,1,
2932 craigowan rd,0,1,
2932 fraser,0,1,2021.0
2932 fraser st,0,1,
2938 fraser st,0,1,2020.0
2941 e 2nd ave,0,1,2024.0
2945 w 16th ave,0,1,2018.0
2947 e 4th ave,0,1,2024.0
2947 qu’appelle st,0,1,
295 e 11th ave,0,1,2020.0
295 francis way,0,1,
2950 fraser st,0,3,2020.0
2950 heather st,0,1,
2951 craigowan rd,0,1,
2954 w 4th ave,0,1,
2957 glen dr,0,1,
2959 tims st,0,1,
296 w 23rd ave,0,1,
2962 nelson pl,0,1,
2970 oak st,0,1,2018.0
2975 princess cres,0,1,
2978 whisper way,1,1,2025.0
2979 156 st,0,1,
2979 venables st,0,1,2020.0
298 e 11th ave,0,1,
298 e 21st ave,0,1,2020.0
2980 euclid ave,0,1,2018.0
2981 craigowan rd,0,1,
2982 268a st,0,1,
2982 burlington dr,0,1,
2983 w 36th ave,0,1,2022.0
2984 kitchener st,0,1,2021.0
2985 e 7th ave,0,1,
2989 alouette dr,0,1,
2989 grizzly pl,0,1,
2990 quebec st,0,1,
2991 e 1st ave,0,1,
2991 e1st ave,0,1,
2992 e 4th ave,0,1,
2997 w3rd ave,0,1,2021.0
2998 mouat dr,0,1,
2998 silver springs blvd,0,1,
2p0492 40th,0,1,2023.0
3 1540 - yew st,0,1,
3 1575 e 1st ave,1,1,2025.0
3 199 est 22nd ave,0,1,2022.0
3 2945 quadra st,0,1,
3 6680 sussex ave,0,1,
3 e 27th ave,1,1,2025.0
3 e 43rd ave,0,1,
3 pannahill rd,0,1,
3 rue gabriel fauré,0,1,
3 wilkes creek dr,0,1,2021.0
30 e 10th ave,0,1,2020.0
30 e 12th ave,0,1,2021.0
300 1925 nelson st,0,1,2024.0
3000 clark dr,0,1,2018.0
3000 rath plz,0,1,
3005 st catherines st,0,1,2018.0
3006 39 ave,0,1,
301 1121 harwood st,0,1,
301 2025 stephens st,0,1,
301 2291 west 1st ave,0,1,2024.0
301 e 18th ave,0,1,
301 e 41st ave,0,1,
301 hart st,0,1,
301 ross durrance rd,0,1,
301 schoolhouse st,0,1,
3010 quadra st,0,1,
3010 sleil waututh rd,0,2,
3013 heather st,0,2,
3016 charles,0,1,2024.0
3017 oak st,0,1,2022.0
302 258 east hastings v,0,1,
302 522 moberly rd,0,1,
302 603 w 59th ave,0,1,2023.0
302 cardiff way,0,1,
302 columbia st,0,1,2020.0
3020 fraser st,0,1,
3020 knight st,0,2,
3020 quebec st,0,1,
3021 e 6th ave,0,2,2022.0
3023 quebec st,0,1,2024.0
3025 e 3rd ave,0,1,2024.0
3025 fraser st,0,1,
3026 w 2nd ave,0,1,2021.0
30260 fraser hwy,0,1,
3029 balfour ave,0,1,
303 1075 barclay st,0,1,
303 1945 woodway pl,0,1,
303 2323 carolina st,0,1,
303 2350 w 1st ave,0,1,2023.0
303 2425 york ave,0,1,
303 330 n nanaimo st,0,1,2018.0
303 e pender st,0,3,2023.0
303 pender st e,0,1,2022.0
3030 glen dr,0,1,
3031 23rd ave,0,1,2021.0
3031 e 20th ave,0,1,2024.0
3031 williams rd,0,1,2018.0
3032 e 16th ave,0,1,
3033 e kent ave n,0,1,
3034 graveley st,0,1,2024.0
3035 e 2nd ave,0,1,2024.0
3035 w 6th ave,0,2,2021.0
3036 ontario st,0,1,2023.0
3036 w 4th ave,0,1,
3038 commercial dr,0,1,
304 1340 west 12th ave,0,1,2021.0
304 3738 norfolk st,0,1,
304 750 east broadway st,1,1,2025.0
304 cartier st,0,1,2020.0
304 e 10th ave,0,1,2018.0
3040 graveley st,0,1,2018.0
3040 w 5th ave,0,1,
3044 clearbrook rd,0,1,
3048 spruce st,0,1,
305 1330 hornby st,0,1,
305 2288 pine st,0,1,2021.0
305 95 e14th ave,0,1,2018.0
305 highland way,0,1,2018.0
305 linden ave,1,1,2025.0
305 milton st nanaimo bc v9r-6b6,0,1,
305 w 11th ave,0,1,2018.0
3051 jackson st,0,1,
3053 maddams st,0,1,2020.0
3057 w 33rd ave,0,1,2024.0
306 115 east keith rd,0,1,
306 1389 commercial dr,0,1,
306 1490 pennyfarthing dr,0,1,
306 2191 west 1st ave,0,1,
306 317 e 8th ave,0,1,2021.0
30604 bergnaum frks,0,1,
3062 e 16th,0,1,2024.0
3062 e 16th ave,0,1,2024.0
3062 larch way,0,1,2020.0
3065 alberta st,0,1,2018.0
3066 clark dr,0,1,
3067 e 22nd ave,0,1,2021.0
307 1160 w 13th ave,0,1,
307 1775 quebec st,0,1,2018.0
307 188 milross,0,1,
307 555 east 6th ave,0,1,
307 richmond st,0,1,
307 w 18th ave,0,1,2018.0
3073 adanac st,0,1,2018.0
3073 e 22nd ave,0,1,
3074 mountain hwy,0,1,2018.0
3075 prince edward st,0,3,2024.0
3076 e 7th ave basement,0,1,
3079 copley st,0,1,
308 1050 jervis,0,1,2023.0
308 930 chilco st,0,1,2018.0
308 e 55th ave,0,1,
308 e 5th ave,0,1,2024.0
308 w 11th ave,0,1,2022.0
3080 clark dr,0,2,2018.0
3080 fromme rd,0,1,
3080 gladwin,0,1,
3081 e 8th ave,0,1,
3083 e kent ave,0,1,2020.0
3083 e kent ave n,0,1,2020.0
3085 knight st,0,1,
3087 e broadway,0,1,
3089 oak st 205,0,1,2024.0
309 2280 west 6th ave,0,1,2024.0
309 2490 stephens st,0,1,2024.0
309 3234 quadra st,0,1,
309 326 1st st w,0,1,2018.0
3090 gladwin rd,0,1,
3090 kingsway,0,2,
31 w 11 ave,0,1,
31 w pender st,0,2,2024.0
310 1075 w 14th ave,1,1,2025.0
310 1550 blackwood st,0,1,
310 2nd st e,0,1,
310 alexander,0,1,2018.0
310 e 13th ave,0,1,
3100 rinvold rd,0,1,
3102 windor gate,0,1,2018.0
3105 dayanee springs blvd,0,1,
3107 w 37th ave,0,1,
3109 161 st,0,1,
311 afton ln,0,1,
311 carnarvon st,0,1,
3110 dayanee springs blvd,0,1,
3110 nanaimo st,0,1,
3115 quebec st,0,1,2024.0
31158 westridge pl,0,1,
312 hospital st,0,1,
312 main st,0,1,2020.0
3122 st john st prt,0,1,
3124 nootka st,0,1,2021.0
3125 astor dr,0,1,2023.0
3125 songbird mews,0,1,
3128 e 46th ave,0,1,
3128 e46th ave,0,1,
3132 harriet rd,0,1,
3136 10th ave w,0,1,2018.0
3136 kingsway,0,1,2021.0
3138 8th ave e,0,1,2023.0
314 1750 west 13th ave,0,1,
3140 e 2nd ave,0,1,2023.0
3142 w 2nd ave,0,2,2018.0
3144 jacklin rd,0,1,
3146 kings ave,0,1,
3148 barons rd,0,1,
315 1038 main st,0,1,2021.0
315 163 5th st w,0,1,2024.0
315 2345 dundas st,0,1,
315 2416 main st,0,1,
315 520 eighth st,0,1,
315 hecate st,0,1,
315 n nanaimo st,0,1,2024.0
315 powell st,0,1,2020.0
315 w12th ave,0,2,
3150 prince edward st,0,2,2024.0
3155 e broadway,0,1,2020.0
3155 w 14th ave,0,1,2018.0
316 33690 marshall rd,0,1,
316 cedar st,0,1,
3160 albina st,0,1,
3162 euclid ave,0,1,2021.0
3163 riverwalk ave,0,1,
3163 w 3rd ave,0,1,2018.0
3166 euclid ave,0,1,2021.0
3168 metchosin rd,0,1,
3168 prince edward st,0,1,
317 8th ave e,0,1,2024.0
3170 quebec st,0,1,
3171 w 7 ave,0,1,
3178 ivanhoe st,0,1,
3179 nanaimo st,0,1,
31790 union ave,0,1,
318 527 commodore rd,0,1,2018.0
318 agnes st,0,1,
3185a stephens st,0,1,2020.0
3188 murray rd,0,1,
319 dartmoor dr,0,1,2023.0
319 e broadway,0,2,2018.0
319 heatley ave,0,1,
3190 e 8 ave,0,1,2022.0
3193 mariner way,0,1,
3195 e broadway,0,1,2021.0
32 ave,0,1,
32 ch du ptit canada,0,1,
320 abbott,0,1,2018.0
320 abbott st,0,1,
320 holmes st,0,1,
3203 back rd,0,1,
3205 dieppe dr,0,1,
3205 findlay st,0,2,
3207 garden dr,0,1,2020.0
321 e 2nd st,0,1,2018.0
321 n kootenay st,0,1,
3210 doncaster dr,0,1,
3210 venables st,0,1,
3212 milton ave,0,1,
3212 w 5th ave,0,1,2024.0
32122 pineview ave,0,1,
3215 6th ave w,0,1,2018.0
3215 alder,0,1,
3217 columbia st,0,1,
3217 e 58th ave,0,2,2021.0
3218 ontario st,0,1,
322,0,1,2020.0
322 e 8th ave,0,3,2024.0
3220 quadra st,0,1,
3222 e georgia st,0,1,
3225 pier dr,0,1,
3225 wetherby rd,0,1,
3226 findlay st,0,1,
3226 w 8,0,1,2021.0
3228 tupper st,0,1,
323 5166 halifax st,0,1,2021.0
323 8th ave,0,1,2020.0
323 michigan st,0,1,
3231 53rd ave,0,1,2020.0
3233 w king edward ave,0,1,2021.0
3234 8th ave e,0,1,2024.0
3234 e pender st,0,1,
3234 quadra st,0,1,
3237 e 15th ave,0,1,2018.0
3238 cedar hill rd,0,1,
3239 clive ave,0,1,
324 e 13th ave,0,1,
324 richmond ave e,0,1,
324 w 10,0,13,
3241 broadwater rd,0,1,
3242 woodland dr,0,1,
325 14 ave e,0,1,
325 ash st,0,2,
325 e 14th ave,0,4,2020.0
325 e 38th st,0,1,2020.0
325 e 6th ave,0,2,2020.0
325 e14th ave,0,1,
325 w 13 ave,0,1,
325 w 14th ave,1,1,2025.0
3250 15th ave w,0,1,
3254 w 3rd ave,0,1,
3255 e broadway,0,1,
3255 heather st,0,1,
32550 maclure rd,0,1,
32592 williams ave msn,0,1,
326 3rd st w,0,1,
326 nanaimo st,0,3,2020.0
3260 graveley st,0,1,
3261 townline rd,0,1,
3263 w 10th ave,0,1,2021.0
3266 cook st,0,1,
3270 w 4th ave,0,1,2022.0
3274 dumfries ave,0,1,2022.0
3278 e 27th ave,0,1,2020.0
3278 heather st,0,1,
3278 pringle pl,0,1,2021.0
328 agnes st,0,1,
328 e 11th ave,0,5,2023.0
328 w 18th ave,0,1,
328 wale rd,0,1,
3281 w 8th ave,0,1,2020.0
3282 allan rd,0,1,
3282 w 8th ave,0,1,2024.0
3286 napier st,1,1,2025.0
3289 oak st,0,3,2023.0
329 18th ave sw,0,1,
329 sherbrooke st,0,1,
3290 w 4th ave,0,1,
3292 findlay st,0,2,2018.0
33 ranelagh ave,0,1,
33 water steet unit 502,0,1,2021.0
330 ash st,0,1,
330 monahan tpke,0,1,
330 powell st,0,1,
330 wood dale dr,0,1,2018.0
3305 sophia st,1,2,2025.0
3309 e 45th ave,0,1,
3313 william st,0,1,
33165 2nd ave,0,1,
3317 vanness ave,0,1,2018.0
3317 venables,0,1,
3319 kingsway,0,1,
332 lonsdale ave,0,1,2021.0
3320 w 27 ave,0,1,2018.0
3322 lealand ct,0,1,
3323 napier st,0,1,2021.0
3324 w 3rd ave,0,1,
3325 wordsworth st,0,3,
3327 e 3rd vancouv,0,1,
3327 edinburgh st,0,1,
3329 e 2nd ave,0,1,2018.0
33295 maclure rd,0,1,
333 11th ave e,0,1,2024.0
333 carral st,0,1,
333 e 11th ave,0,4,2020.0
333 e 13th ave,0,1,2018.0
3330 collingwood st,0,1,
3331 church st,0,1,
3334 archimedes st,0,1,2021.0
3334 heather st,0,1,
33341 marshall rd,0,1,
3335 dorchester ave,0,1,
3338 e 27th ave,0,1,
3338 slocan st,0,1,
3338 webber ln,0,1,
3339 heather st,0,1,
3339 napier st,0,1,
334 e 5th ave,0,2,2020.0
3340 ocean park blvd,0,1,
3342 a willowdale rd,0,1,
3342 turner st,0,1,
3343 windsor st,0,1,2018.0
3347 lanark st,0,1,
3348 e 8th ave,0,1,
335 13th st,0,1,2018.0
335 e 14th,0,1,2020.0
335 e 14th ave,0,2,2022.0
3353 austrey ave,0,1,2021.0
3353 commercial dr,0,1,
3354 w 10th ave,0,1,
33551 cannon ave,0,1,
3356 w 7th ave,0,1,
3357 3rd ave w,0,2,2023.0
3357 monmouth ave,0,1,
336 7th ave e,1,1,2025.0
3363 church st,0,1,
3363 e 3rd ave,0,1,2020.0
3368 e 44th ave,0,1,
3368 e 8th ave,0,1,
3369 price st,0,1,
337 e 44th ave,0,1,2023.0
3371 lakedale ave,0,1,
3371 metchosin rd,0,1,
3375 oak st,0,2,2024.0
3375 ontario st,0,2,2020.0
3377 e 27th ave,0,1,2020.0
3379 e 2nd,0,1,2020.0
3379 heather st,1,1,2025.0
33790 essendene ave,0,1,
338 e 16th ave,0,1,2018.0
338 e 20th ave,0,1,
338 e 54th,0,1,2018.0
338 w 8th ave,0,1,
3380 whittier ave,0,1,
3388 columbia st,0,1,2018.0
339 e 13th ave,0,1,
339 e 13th st,0,1,
3390 church st,0,1,
3392 w 21st ave,0,1,
3394 e 1st ave,0,1,2018.0
3396 salsbury way,0,1,2024.0
34 vine st s,0,1,
340 cordova st e,1,1,2025.0
340 e 14th ave,0,1,2024.0
340 eighth st,0,1,
340 ginger dr,0,2,
3404 sophia st,0,1,2018.0
3406 w 8th ave,0,1,
3407 e 3rd ave,0,1,
3408 crowley dr,0,1,
341 redwood stcom,0,1,
341 sw 9th st,0,1,
3411 e52nd ave,0,1,
3415 sion frontage rd,0,1,
3415 w 24th ave,1,1,2025.0
3416 w 2nd ave,0,1,
3417 main st,0,1,
342 4th st e,0,1,
3420 fairbrook pl,0,1,
3421 glen dr,1,1,2025.0
3427 wellington ave,0,1,
3430 e 61st,0,1,
3431 glen dr,0,1,
34313 forrest ter,0,1,
3433 crowley dr,1,3,2025.0
3434 dundas st w,0,1,
3434 nairn ave,0,1,
3437 e 25th ave,0,3,2020.0
3438 vanness ave,1,1,2025.0
3440 nanaimo st,0,2,
3440 smith ave,0,1,2020.0
3440 w 26th ave,0,1,2018.0
3440 w broadway,0,1,
3443 river rd w,0,1,
3447 w broadway,0,1,
345 husch rd,0,1,
3453 garden dr,0,1,2023.0
3455 ascot pl,0,2,2021.0
3455 w 4th ave,0,1,
3456 commercial st,0,1,2018.0
346 e 18th ave,0,1,
3461 e 5th ave,0,1,
3461 renner lcks,0,1,
3461 w 12th ave,0,1,2022.0
3462 ross dr,0,2,
3463 27th ave e,0,1,2018.0
3463 oak st,0,2,2021.0
3467 normandy dr,0,1,2024.0
3472 w 10th,0,1,2018.0
3477 commercial st,0,1,
3479 anzio dr,0,1,2020.0
3480 cambridge st,0,1,
3480 main st,0,2,2020.0
3480 main vancouve,0,1,
3482 knight st,0,1,
3489 ascot pl,1,2,2025.0
349 e21,0,1,
349 nigel ave,0,1,
349 se marine dr,0,1,
3491 w 8th ave,0,2,2024.0
3492 wellington ave,0,1,2021.0
3493 commercial st,0,1,
3496 henderson rd,0,1,
35 spencer ave,0,1,
35 w 41st ave,1,2,2025.0
350 douglas st,0,1,
350 e 2nd,0,1,
350 e20th ave,0,1,
350 keefer st,0,2,2021.0
350 wale rd,0,1,
3500 joya ave,0,1,2020.0
351 josephine dr,0,1,
3510 w 11th ave,0,1,2020.0
3515 westbrook mall,0,1,2023.0
3518 bishop pl,0,1,
352 hospital st,0,1,2024.0
3522 point grey rd,0,1,2023.0
3524 quebec st,0,1,2018.0
3528 vanness ave,1,2,2025.0
353 15910 fraser hwy,0,1,
3530 falaise ave,0,1,
3531 pearkes pl prt,0,1,
3534 franklin st,0,1,
3535 crowley dr,0,1,
3535 knight st,0,1,2020.0
3535 w 35th ave,0,1,
3537 dieppe dr,0,1,
3537 oak st,0,1,2021.0
3538 e sawmill cres,0,1,
3539 naples way,0,1,
3539 welwyn st,0,1,2018.0
3545 e 43 ave,1,1,2025.0
3549 gladstone st,1,1,2025.0
355 e 15th ave,1,3,2025.0
355 w 12th,0,1,2023.0
3550 adanac st,0,4,2024.0
3550 w 2nd ave,0,1,2018.0
3550 w broadway,0,1,
3555 vimy cres,0,2,
3556 price st,0,1,
3558 mount seymour pkwy,0,1,
3559 w 21st ave,0,1,
356 e 33rd,0,1,2018.0
3560 17th ave w,0,1,
3560 cambie st,0,1,2023.0
3560 euclid ave,0,1,
3562 w 3rd,0,1,2021.0
3565 triumph st,0,1,2022.0
3565 w 37th ave,0,1,
3570 monmouth ave,0,1,
3570 w 27th ave,1,1,2025.0
3579 w 50th ave,0,1,
358 e 26th ave,0,1,
358 powell st,0,3,2020.0
3580 dumfries st,0,2,
3582 chickadee pl,0,1,
3583 kingsway,0,3,2022.0
3583 w 40th ave,0,1,2020.0
3583 w 50th ave,0,1,2022.0
3585 vimy cres,1,1,2025.0
3586 w 28th ave,0,1,
3588 crowley dr,0,1,
3588 w 18th ave,0,1,2024.0
3588 w 24th ave,2,2,2025.0
3588 w 29th ave,0,1,
3590 cambie st,0,1,2018.0
3591 oak st,0,2,2021.0
3596 27th ave,0,1,2020.0
36 e 14th ave,0,1,2018.0
36 lisgar st,1,1,2025.0
36 n hythe ave,0,1,2020.0
360 e 14th ave,0,2,2024.0
360 e 15th ave,0,1,2020.0
36060 old yale rd,0,1,
3607 commercial st,0,1,2021.0
361 heatley st,0,1,2021.0
3611 w 18th ave,0,1,
3612 w 4th ave,0,1,2018.0
3616 e 24th ave,0,1,
3618 sawmill cres,0,1,
3619 mcbride rd,0,1,
3619 vimy cres,0,2,
3620 turner st,0,1,
3621 cambridge st,0,1,
3628 cessford rd,0,1,
3628 rae ave,0,1,
3629 deercrest dr,1,1,2025.0
3634 cedar hill rd,0,1,
3637 cambie,0,1,
3637 vimy cres,0,1,
3638 dundas st w,0,1,2022.0
3638 e 26th ave,0,1,2018.0
3638 rae ave,0,1,2024.0
3638 w 6th ave,0,1,2018.0
3639 main st,0,2,2020.0
3639 vanness,0,1,
3643 pender st e,0,1,2023.0
3644 nanaimo st,0,1,
3646 normandy dr,0,1,
365 e 14th ave,0,2,2023.0
3650 cottleview dr,0,1,
3651 renfrew vancouve,0,1,
3655 victoria dr,0,1,2024.0
3655 wesbrook mall,0,2,
3656 e 26th ave,0,1,
365b foul bay rd,0,1,
3663 16th ave w,0,1,
3663 crowley dr,0,2,2021.0
3663 franklin st,0,1,
3665 244 st,0,1,2020.0
367 mugford rd,0,1,2021.0
367 w 16th ave,0,1,
3670 sunset blvd,0,1,
3671 sable ave,0,1,2018.0
3673 3rd ave w,0,1,2020.0
3673 w 11th ave,0,1,2020.0
3675 minto rd,0,1,
3677 victoria dr,1,2,2025.0
368 e cordova st,0,1,
3680 savannah ave,0,1,2024.0
3680 w 7th ave,0,2,2023.0
3680 w 8th ave,0,1,
3686 chi mews,0,1,
3691 w 6th ave,0,1,2018.0
37 darney bay,0,1,
3700 28a st,0,1,
3700 cedar hill rd,0,1,
3701 country club dr,0,1,
3701 thurston st,0,1,
3707 w 7th,0,1,
3707 w 7th ave,0,1,
3708 deercrest dr n,0,1,
3708 dumfries st,0,1,
3709 main st,0,1,
3714 main st,0,1,2021.0
3718 w broadway,1,1,2025.0
372 e 8th,0,1,
372 e 8th ave,0,1,2023.0
3720 main st,0,1,
3720 w7th ave,0,1,
3722 dominion st,0,1,
3725 cambie st,0,1,
373 burnside rd e,0,1,
3730 cambie st,0,1,
3730 eton st,0,1,
3730 fraser st,0,1,
3732 knight st,0,1,2020.0
3735 dumfries st,0,1,
3737 bartlett ct,0,1,2022.0
3739 casorso rd,0,1,
374 alberta stnew westminste,0,1,
374 e65 ave,0,1,2018.0
374 simpson st,0,1,
3740 knight st,0,1,2020.0
3740 prince albert st,0,2,2024.0
3743 w 2nd ave,0,1,
3746 inverness st,0,1,2020.0
375 main st,0,1,
375 main st(was living at),0,1,2018.0
3750 imperial st,1,1,2025.0
3755 bartlett ct,0,1,
3755 w 6th ave,0,2,2021.0
376 4th st e,0,1,
376 n garden dr,0,1,2021.0
3760 fleming st,0,1,
3764 nanaimo,0,1,
3765 yale st,0,1,
3767 fraser st,0,1,
3769 w 7th ave,0,1,
3771 cambie st,0,1,2020.0
3779 beatrice st,0,1,2024.0
3779 dundas st,0,1,
378 e 38th ave,0,1,2020.0
378 st charles st,0,1,
3780 cambie st,0,1,
3780 cambie vancouv,0,1,
3790 garry st,0,1,
3793 dubois st,0,1,2020.0
3793 w24th ave,0,1,
38 cowdy st,0,1,
38 e 27th ave,0,1,
38 ravinder ct,0,1,
38 w 1st ave,0,1,2018.0
38 zevenheuvelenweg,0,1,
380 e 16th ave,0,1,2020.0
380 klahanie ct,0,1,
380 main st,0,2,2024.0
3808 w22nd` ave,0,1,
38148 hemlock ave,0,1,
3817 15th ave w,0,1,
3818 w 18th ave,0,1,
3819 cambie st,0,4,2024.0
3819 georgia st,0,1,
3820 izetta cyn,0,1,
3820 shelbourne st,0,1,
3824 w 15th ave,0,1,
3828 w 35th ave,0,1,2022.0
3831 rees rd,1,1,2025.0
3831 w 1st ave,0,1,2020.0
3832 w 10th ave,0,2,2024.0
3835 slocan st,0,1,
3836 cambie st,0,1,
3840 knight st,0,1,2020.0
3842 w 16th ave,0,1,
3843 dunbar,0,1,2018.0
3846 carrigan crt 102 burnab,0,1,
3846 carrigan ct,0,1,2018.0
3847 parker st,0,1,
385 17th ave e,0,1,2021.0
3851 hull st,0,1,2020.0
3854 prospect rd n,0,1,
3856 lister st,0,1,
3857 glengyle st,0,1,
3857 granville,0,1,2018.0
3857 victoria dr,1,1,2025.0
3860 albert st,0,1,2021.0
3864 w 17th ave,0,1,
3874 w 30th ave,0,1,
3879 trinity st,0,1,2024.0
388 drake st,0,1,2018.0
388 kaslo st,0,3,2024.0
388 skeena st,0,2,2024.0
388 w 1st,0,1,
3883 carey rd,0,1,
3883 w 11th ave,0,1,2020.0
3886 shelbourne st,0,1,
3895 dumfries st,0,1,2018.0
39 8930 walnut grove dr,0,1,
3903 kekait pl,0,1,2018.0
3906 commercial st,0,1,2020.0
3908 ke kait pl,0,1,2020.0
3911 carrigan ct,0,1,2018.0
3917 knight st,0,1,2021.0
3918 nanaimo st,0,1,
392 dougall rd s,0,1,
3920 hastings st,0,1,
3925 w 20th st,0,1,
3927 edmonton trl ne,0,1,
3927 selkirk ave,0,1,
393 w 44th vancouv,0,1,
3930 fraser st,0,1,
394 e 28th ave,0,2,
3941 yale st,0,1,2021.0
395 e 18th ave,0,1,2020.0
3950 eton,0,1,
3959 main st,0,1,2018.0
396 e 49th ave,0,1,2022.0
3962 pender st,0,1,2023.0
3965 10th ave,0,1,
3972 leeming rd,0,1,
3972 manitoba ave,0,1,
39775 moses oval,0,1,
3979 lillooet vancouv,0,1,
3980 carrigan ct,0,1,2018.0
3981 beatrice st,0,1,2020.0
3984 main st,0,2,2018.0
3988 bel nor pl,0,1,
3989 dumfries ave,0,1,2021.0
3989 dumfries st,0,1,2021.0
399 nanaimo ave w,0,1,
4 554 east 10th ave,0,1,2018.0
4 5740 hastings st,0,1,
4 7137 ash cres,0,1,2024.0
40 e hastings,0,1,2018.0
400 campbell ave,0,1,
